"Mention ID","Original Mention Index","Corrected Mention Index","Original Mention Text","Corrected Mention Text"
"s01e13c01f|164","[6, 32]","[3, 33]","ارتباط ... برقرار كردن مشكل داري به خاطر همينه كه تو از شوخ طبعيت ... استفاده مي كني تا فاصله ت رو از آدم ها حفظ","در ضمينه ي ارتباط ... برقرار كردن مشكل داري به خاطر همينه كه تو از شوخ طبعيت ... استفاده مي كني تا فاصله ت رو از آدم ها حفظ كني"
"s01e13c01f|165","[15, 16]","[12, 16]","كه","به خاطر همينه كه"
"s01e13c01f|166","[6, 11]","[3, 12]","ارتباط ... برقرار كردن مشكل","در ضمينه ي ارتباط ... برقرار كردن مشكل داري"
"s01e13c01f|167","[23, 24]","[16, 17]","كني","تو"
"s01e13c01f|169","()","[19, 20]","","طبعيت"
"s01e13c01f|171","[18, 19]","[18, 20]","شوخ","شوخ طبعيت"
"s01e13c01f|172","[29, 30]","[29, 31]","آدم","آدم ها"
"s01e13c01f|174","()","[0, 1]","","منظورم"
"s01e13c01f|180","()","[13, 15]","","نمي شناختم"
"s01e13c01f|186","[31, 32]","[31, 34]","پدر","پدر و مادرت"
"s01e13c01f|189","[29, 30]","[28, 30]","بلوغ","سن بلوغ"
"s01e13c01f|193","[0, 1]","[2, 3]","مثل","روشنه"
"s01e13c01f|196","()","[1, 3]","","بچه ها"
"s01e13c01f|210","()","[3, 5]","","همه تون"
"s01e13c01f|217","[3, 4]","[3, 5]","همه","همه تون"
"s01e13c01f|231","()","[3, 4]","","شهري"
"s01e13c01f|238","()","[10, 11]","","بمونم"
"s01e13c01f|262","[1, 6]","[1, 9]","اون دوستت که عروسک خيمه","اون دوستت که عروسک خيمه شب بازي داشت"
"s01e13c01f|267","()","[2, 4]","","مي خوام"
"s01e13c01f|273","()","[12, 13]","","2-0"
"s01e13c01f|276","[21, 23]","[20, 23]","چيز بامزه","يه چيز بامزه"
"s01e13c01f|277","[21, 22]","[20, 22]","چيز","يه چيز"
"s01e13c02f|0","[3, 4]","[2, 3]","منم","برم"
"s01e13c02f|3","()","[10, 11]","","دارم"
"s01e13c02f|7","()","[14, 15]","","وقته"
"s01e13c02f|10","[4, 11]","[5, 11]","از دکتر "" باسيدا "" وقت ملاقات","دکتر "" باسيدا "" وقت ملاقات"
"s01e13c02f|12","()","[13, 14]","","ميدونستي"
"s01e13c02f|17","()","[1, 2]","","اسمش"
"s01e13c02f|21","()","[9, 10]","","خانگيه"
"s01e13c02f|23","[9, 10]","[4, 10]","خانگيه","متصدي کفن و دفن حيوانات خانگيه"
"s01e13c02f|27","()","[3, 4]","","بودي"
"s01e13c02f|39","()","[0, 1]","","ميخواستم"
"s01e13c02f|75","()","[3, 4]","","نشدي"
"s01e13c02f|77","[6, 7]","()","هات",""
"s01e13c02f|79","[4, 5]","[4, 7]","گوجه","گوجه فرنگي هات"
"s01e13c02f|84","()","[2, 3]","","بابات"
"s01e13c03f|1","()","[9, 10]","","پاشي"
"s01e13c03f|3","()","[13, 14]","","بابات"
"s01e13c03f|5","[14, 16]","[14, 17]","شلوارش دو","شلوارش دو تا"
"s01e13c03f|6","()","[24, 26]","","مي مونه"
"s01e13c03f|10","[27, 28]","[29, 30]","خيلي","ميشه"
"s01e13c03f|11","()","[30, 31]","","افتضاحه"
"s01e13c03f|12","()","[0, 1]","","ميدونم"
"s01e13c03f|14","[3, 4]","[3, 7]","پدر","پدر و مادر ها"
"s01e13c03f|15","[8, 9]","[8, 11]","پدر","پدر و مادر"
"s01e13c03f|19","[17, 18]","[16, 18]","مردم","بقيه مردم"
"s01e13c03f|27","[31, 32]","()","به",""
"s01e13c03f|28","[3, 4]","()","برداري",""
"s01e13c03f|29","()","[6, 7]","","نزدي"
"s01e13c03f|40","()","[16, 17]","","هست"
"s01e13c03f|41","[9, 15]","[9, 16]","فقط يه راه براي حل اين","فقط يه راه براي حل اين مشکل"
"s01e13c03f|43","[14, 15]","[14, 16]","اين","اين مشکل"
"s01e13c03f|44","()","[19, 20]","","تو"
"s01e13c03f|54","()","[26, 27]","","دودولت"
"s01e13c03f|56","[2, 27]","[26, 27]","خيلي خب ! ما همه بزرگ شديم فقط يه راه براي حل اين مشکل هست حالا که تو ممه هاشو ديدي فکر کنم بايد دودولت","دودولت"
"s01e13c03f|59","()","[1, 3]","","مي دونم"
"s01e13c03f|61","()","[4, 5]","","باشه"
"s01e13c03f|62","()","[1, 2]","","ميگه"
"s01e13c03f|83","[1, 6]","()","عالي شد ! "" راجر",""
"s01e13c03f|85","[5, 6]","()","راجر",""
"s01e13c03f|87","[0, 1]","()","هيچي",""
"s01e13c03f|97","()","[14, 15]","","همين"
"s01e13c03f|102","()","[20, 21]","","نيست"
"s01e13c03f|107","[8, 9]","()","من",""
"s01e13c03f|111","[11, 12]","()","شرايطي",""
"s01e13c03f|122","[8, 9]","[25, 26]","کردم","نميدونم"
"s01e13c03f|125","[35, 36]","[35, 38]","خواهر","خواهر يا برادر"
"s01e13c03f|129","()","[2, 3]","","ميدونم"
"s01e13c03f|137","[17, 21]","[17, 18]","خواهرت .به چشم پدر","خواهرت"
"s01e13c03f|139","[15, 16]","[15, 17]","شکست","شکست هاي"
"s01e13c03f|141","()","[1, 2]","","ست"
"s01e13c03f|159","()","[5, 7]","","مي کردم"
"s01e13c03f|177","[5, 9]","[5, 11]","فقط خانواده "" ويبل","فقط خانواده "" ويبل "" ها"
"s01e13c03f|178","[14, 39]","[13, 39]","شهربازي "" ويبل "" ها بود ... تازه يه کشتي تفريحي "" ويبل "" ها هم بود ... که يه قايق نجات کوچولو هم داشت","قضيه شهربازي "" ويبل "" ها بود ... تازه يه کشتي تفريحي "" ويبل "" ها هم بود ... که يه قايق نجات کوچولو هم داشت"
"s01e13c03f|179","[23, 39]","[22, 39]","کشتي تفريحي "" ويبل "" ها هم بود ... که يه قايق نجات کوچولو هم داشت","يه کشتي تفريحي "" ويبل "" ها هم بود ... که يه قايق نجات کوچولو هم داشت"
"s01e13c03f|182","[8, 9]","[6, 11]","ويبل","خانواده "" ويبل "" ها"
"s01e13c03f|183","()","[2, 3]","","بوده"
"s01e13c03f|184","[1, 6]","[1, 7]","سخت بوده ! واقعا سخت","سخت بوده ! واقعا سخت بوده"
"s01e13c03f|192","()","[19, 20]","","بيفتيم"
"s01e13c03f|195","()","[3, 4]","","ميشه"
"s01e13c03f|201","[3, 4]","[2, 4]","چيز","همه چيز"
"s01e13c03f|211","[12, 13]","[10, 13]","هارو","قضيه شيريني هارو"
"s01e13c03f|216","()","[24, 25]","","نيستن"
"s01e13c03f|219","()","[3, 4]","","متنفرم"
"s01e13c04f|31","()","[9, 10]","","خودت"
"s01e13c04f|43","[2, 3]","[2, 4]","انسداد","انسداد رگ"
"s01e13c05f|0","[0, 2]","[0, 3]","اکثر آدم","اکثر آدم ها"
"s01e13c05f|1","()","[7, 8]","","شون"
"s01e13c05f|3","()","[4, 8]","","حيوون ... خونگي شون"
"s01e13c05f|4","[10, 11]","[14, 15]","دلشون","حيوونشون"
"s01e13c05f|9","[14, 27]","[27, 33]","حيوونشون يه جوري خشک بشه که انگار خوابيده ولي بعضي ها دلشون ميخواد","حالت هاي ديگه رو امتحان کنن"
"s01e13c05f|10","()","[23, 25]","","بعضي ها"
"s01e13c05f|11","()","[23, 25]","","بعضي ها"
"s01e13c05f|12","[14, 15]","()","حيوونشون",""
"s01e13c05f|14","[15, 17]","[27, 30]","يه جوري","حالت هاي ديگه"
"s01e13c05f|17","[14, 37]","[36, 37]","حيوونشون يه جوري خشک بشه که انگار خوابيده ولي بعضي ها دلشون ميخواد حالت هاي ديگه رو امتحان کنن مثلا دنبال کردن دُم","دُم"
"s01e13c05f|28","()","[2, 3]","","بود"
"s01e13c05f|37","[5, 6]","[5, 7]","چي","چي کار"
"s01e13c05f|38","[8, 9]","[7, 9]","کني","مي کني"
"s01e13c05f|48","()","[10, 11]","","گفتم"
"s01e13c05f|58","[5, 8]","[5, 6]","کرپلانک "" بازي","کرپلانک"
"s01e13c05f|64","()","[16, 17]","","ميدم"
"s01e13c05f|67","()","[0, 2]","","نمي خوام"
"s01e13c05f|73","()","[4, 5]","","بمونم"
"s01e13c05f|76","()","[0, 2]","","مي ريم"
"s01e13c05f|80","()","[0, 2]","","مي ريم"
"s01e13c05f|85","()","[1, 2]","","نميريد"
"s01e13c05f|100","()","[0, 1]","","ميخوام"
"s01e13c05f|105","()","[8, 9]","","باشمتون"
"s01e13c05f|107","[6, 14]","[5, 7]","نظر داشته باشمتون ميخواي ما رو زير نظرداشته","زير نظر"
"s01e13c05f|108","[10, 11]","[8, 9]","ما","باشمتون"
"s01e13c05f|113","[2, 3]","()","آقا",""
"s01e13c05f|118","()","[11, 12]","","هستي"
"s01e13c05f|124","()","[17, 18]","","کني"
"s01e13c05f|131","[24, 25]","[24, 26]","خوابيدن","خوابيدن با"
"s01e13c05f|154","()","[5, 6]","","بدم"
"s01e13c05f|160","()","[1, 2]","","اتاقم"
"s01e13c05f|162","()","[7, 8]","","عجيبه"
"s01e13c05f|163","()","[16, 17]","","ديروقته"
"s01e13c05f|174","()","[0, 1]","","نميتونم"
"s01e13c05f|179","()","[1, 2]","","نميخوام"
"s01e13c06f|0","[2, 3]","[2, 4]","جفتک","جفتک انداز"
"s01e13c06f|2","[4, 5]","[4, 6]","چي","چي کار"
"s01e13c06f|12","()","[0, 1]","","داشتم"
"s01e13c06f|14","()","[7, 8]","","دارم"
"s01e13c06f|16","[9, 10]","[15, 16]","دختراي","دختر"
"s01e13c06f|17","[17, 18]","[16, 18]","دختر","روي دختر"
"s01e13c06f|19","[0, 1]","[0, 2]","اين","اين دخترا"
"s01e13c06f|26","[4, 10]","[9, 10]","منظورم چيه منظورم طرز دوست شدنم","شدنم"
"s01e13c06f|29","[15, 16]","[14, 16]","کردم","مي کردم"
"s01e13c06f|32","()","[23, 24]","","ميتونم"
"s01e13c06f|34","[24, 34]","[33, 34]","جلوي اين وضعيت رو بگيرم و از اين رفتار فاصله","فاصله"
"s01e13c06f|35","()","[40, 41]","","ميبينم"
"s01e13c06f|37","()","[38, 39]","","بابام"
"s01e13c06f|42","()","[3, 4]","","بابات"
"s01e13c06f|44","()","[6, 7]","","تو"
"s01e13c06f|48","()","[10, 11]","","خانواده"
"s01e13c06f|51","()","[16, 17]","","بابات"
"s01e13c06f|54","()","[18, 19]","","تو"
"s01e13c06f|62","()","[15, 16]","","نبود"
"s01e13c06f|67","[21, 24]","[21, 22]","من باور دارم","من"
"s01e13c06f|72","()","[34, 35]","","داري"
"s01e13c06f|77","()","[3, 5]","","مي کني"
"s01e13c07f|0","()","[0, 1]","","ميتونم"
"s01e13c07f|22","[11, 25]","[11, 12]","بانو بيا تو - ممنون - سلام من "" راشل "" ام حموم اون","بانو"
"s01e13c07f|28","[4, 5]","()","راني",""
"s01e13c07f|29","[0, 1]","()","چندلر",""
"s01e13c07f|31","()","[0, 1]","","چندلر"
"s01e13c07f|38","()","[2, 3]","","رسيده"
"s01e13c07f|46","()","[4, 5]","","وقتشه"
"s01e13c07f|53","[3, 4]","()","تو",""
"s01e13c07f|72","()","[1, 2]","","چيزم"
"s01e13c08f|2","()","[0, 1]","","اوضاع"
"s01e13c08f|5","()","[10, 11]","","خواسته"
"s01e13c08f|22","()","[2, 3]","","هست"
"s01e13c08f|24","[1, 2]","[0, 2]","چيزي","يه چيزي"
"s01e13c08f|49","()","[1, 2]","","متاسفيم"
"s01e13c08f|56","[2, 3]","[1, 3]","کنيد","نمي کنيد"
"s01e13c08f|70","[1, 2]","[6, 7]","من","ما"
"s01e13c08f|75","[2, 3]","[7, 8]","ازش","ازش"
"s01e13c09f|0","[1, 2]","[1, 3]","چي","چي کار"
"s01e13c09f|1","()","[3, 5]","","مي کني"
"s01e13c09f|5","[5, 6]","()","تو",""
"s01e13c09f|10","[1, 4]","()","کله ي باباتو",""
"s01e13c09f|20","[9, 10]","[9, 12]","همونجور","همونجور که بود"
"s01e13c09f|21","()","[17, 18]","","هست"
"s01e13c09f|24","()","[18, 19]","","بذارش"
"s01e13c09f|26","[23, 25]","[22, 25]","رضاي خدا","محض رضاي خدا"
"s01e13c09f|27","()","[27, 28]","","جويي"
"s01e13c09f|31","()","[7, 8]","","ميدونستم"
"s01e13c09f|34","[1, 2]","[10, 11]","تو","کردي"
"s01e13c09f|38","()","[13, 14]","","بابات"
"s01e13c09f|41","()","[28, 30]","","مي شنيدي"
"s01e13c09f|54","()","[5, 7]","","مي تونستي"
"s01e13c09f|56","()","[1, 2]","","مياد"
"s01e13c09f|58","()","[2, 3]","","بابات"
"s01e13c09f|63","()","[10, 11]","","خوشحالش"
"s01e13c09f|73","()","[33, 34]","","خوبه"
"s01e13c09f|74","()","[38, 39]","","داره"
"s01e13c09f|77","()","[1, 2]","","نميخوام"
"s01e13c09f|80","()","[14, 15]","","داري"
"s01e13c09f|82","()","[18, 19]","","منظورم"
"s01e13c09f|87","[26, 27]","()","من",""
"s01e13c09f|93","[3, 6]","[3, 7]","يه دنياي ايده","يه دنياي ايده آل"
"s01e13c09f|94","[12, 13]","()","کار",""
"s01e13c09f|97","()","[15, 16]","","بابات"
"s01e13c09f|102","[28, 29]","[27, 29]","چيزي","يه چيزي"
"s01e13c09f|103","[28, 30]","[27, 30]","چيزي هم","يه چيزي هم"
"s01e13c09f|106","()","[42, 43]","","بابات"
"s01e13c09f|108","[30, 31]","()","بهت",""
"s01e13c09f|112","()","[55, 56]","","شده"
"s01e13c09f|122","[6, 7]","[5, 7]","چيز","همه چيز"
"s01e13c09f|127","()","[16, 17]","","سابقش"
"s01e13c09f|129","()","[1, 2]","","متاسفم"
"s01e13c09f|133","[4, 7]","[4, 5]","کاري کردم که","کاري"
"s01e13c09f|134","()","[8, 10]","","مي کردم"
"s01e13c09f|138","()","[0, 1]","","ميدونم"
"s01e13c09f|140","[8, 9]","()","کردي",""
"s01e13c09f|144","()","[2, 3]","","ميدونم"
"s01e13c09f|148","[5, 6]","[11, 12]","من","ببينم"
"s01e13c09f|159","()","[2, 4]","","مي تونستم"
"s01e13c09f|164","[9, 11]","[7, 12]","مبارزه نمي","کار به مبارزه نمي کشيد"
"s01e13c10f|12","[14, 15]","()","اينه",""
"s01e13c10f|18","()","[4, 5]","","دوستامن"
"s01e13c10f|20","()","[11, 12]","","دارن"
"s01e13c10f|22","[5, 10]","[5, 11]","با تو يه مشکل دوست","با تو يه مشکل دوست داشتن"
"s01e13c10f|25","()","[18, 19]","","ندارن"
"s01e13c10f|31","()","[1, 2]","","ندارن"
"s01e13c10f|36","[11, 12]","()","در",""
"s01e13c10f|38","[12, 13]","()","تو",""
"s01e13c10f|40","()","[5, 6]","","اونا"
"s01e13c10f|42","[16, 20]","[15, 20]","خوب و چيزاي ناز","چيزاي خوب و چيزاي ناز"
"s01e13c10f|59","[8, 17]","()","همچين حسي دارن تعجب نمي کني ؟ واسه همينه",""
"s01e13c10f|60","[2, 3]","()","اين",""
"s01e13c10f|68","[1, 6]","[1, 4]","تعاملات درون گروهي ... درست","تعاملات درون گروهي"
"s01e13c10f|69","[1, 6]","[1, 4]","تعاملات درون گروهي ... درست","تعاملات درون گروهي"
"s01e13c10f|70","()","[8, 9]","","ميدوني"
"s01e13c10f|72","[11, 25]","[10, 25]","وابسته متقابل ... به لحاظ احساسي ديوانگي ... نشستن توي کافي شاپ مسخره تون","روابط وابسته متقابل ... به لحاظ احساسي ديوانگي ... نشستن توي کافي شاپ مسخره تون"
"s01e13c10f|84","()","[30, 31]","","ميگيد"
"s01e13c10f|91","()","[39, 40]","","دوستم"
"s01e13c11f|0","()","[4, 5]","","زدي"
"s01e13c11f|3","()","[2, 3]","","بابات"
"s01e13c11f|5","()","[3, 4]","","ميخواد"
"s01e13c11f|8","()","[12, 13]","","مامانم"
"s01e13c11f|10","[12, 13]","[14, 15]","مامانم","مامان"
"s01e13c11f|12","[19, 20]","[20, 21]","که","نميدونه"
"s01e13c11f|15","()","[27, 28]","","خواهرم"
"s01e13c11f|19","()","[33, 34]","","شوهرش"
"s01e13c11f|22","()","[42, 43]","","نداره"
"s01e13c11f|27","[45, 49]","[45, 50]","هيچ ربطي به اين","هيچ ربطي به اين قضيه"
"s01e13c11f|28","[48, 49]","[48, 50]","اين","اين قضيه"
"s01e13c11f|41","()","[1, 2]","","ميدونيد"
"s01e13c11f|49","()","[10, 11]","","بذاري"
"s01e13c11f|50","()","[26, 27]","","بدي"
"s01e13c11f|54","()","[29, 30]","","اشتباهاتشون"
"s01e13c11f|56","[0, 2]","[0, 3]","چند سال","چند سال ديگه"
"s01e13c11f|72","[1, 4]","[1, 7]","دنبال پسراي 20","دنبال پسراي 20 ساله مي کنه"
"s01e13c11f|77","()","[11, 12]","","مامانم"
"s01e13c11f|82","()","[1, 2]","","بود"
"s01e13c11f|83","()","[8, 9]","","زدم"
"s01e13c11f|87","()","[0, 1]","","نميدونم"
"s01e13c11f|89","()","[2, 3]","","منظورم"
"s01e13c11f|95","()","[11, 12]","","ميتونه"
"s01e14c00f|9","()","[3, 4]","","یادشه"
"s01e14c00f|17","[0, 2]","[0, 1]","برخوردی هم","برخوردی"
"s01e14c00f|22","[2, 4]","[2, 5]","یه تخم","یه تخم مرغ"
"s01e14c00f|23","[0, 1]","()","خودشه",""
"s01e14c00f|31","()","[19, 20]","","سابقت"
"s01e14c00f|44","[28, 29]","[27, 29]","سومی","نفر سومی"
"s01e14c00f|47","[10, 11]","()","بدید",""
"s01e14c00f|61","[8, 10]","[7, 10]","تخم مرغت","اینم تخم مرغت"
"s01e14c00f|64","()","[13, 14]","","مرغت"
"s01e14c00f|66","[12, 13]","[12, 14]","تخم","تخم مرغت"
"s01e14c00f|73","()","[6, 7]","","عقلیه"
"s01e14c00f|81","[7, 8]","[7, 9]","تخم","تخم مرغ"
"s01e14c00f|89","[0, 1]","[0, 3]","عمرا","عمرا ! خودکشیه"
"s01e14c00f|95","[5, 6]","[5, 7]","تخم","تخم مرغ"
"s01e14c01f|2","[3, 4]","[3, 5]","این","این کارو"
"s01e14c01f|11","()","[6, 7]","","یادت"
"s01e14c01f|13","()","[12, 13]","","پیچوندی"
"s01e14c01f|17","()","[4, 5]","","بود"
"s01e14c01f|20","()","[19, 20]","","خوبه"
"s01e14c01f|23","()","[3, 4]","","تو"
"s01e14c01f|25","[12, 13]","[12, 15]","خل","خل و چلا"
"s01e14c01f|30","()","[17, 18]","","من"
"s01e14c01f|48","()","[18, 20]","","می خوام"
"s01e14c01f|55","()","[1, 2]","","دوستش"
"s01e14c01f|63","()","[3, 4]","","میدونم"
"s01e14c01f|65","[8, 9]","[8, 10]","این","این دختره"
"s01e14c01f|67","()","[12, 13]","","پذیره"
"s01e14c01f|82","[4, 5]","[4, 6]","تخم","تخم مرغ"
"s01e14c02f|7","[4, 5]","[4, 7]","عوض","عوض نمی کنیم"
"s01e14c02f|18","()","[7, 8]","","خودت"
"s01e14c02f|23","()","[0, 1]","","داره"
"s01e14c02f|25","()","[1, 2]","","لباسشو"
"s01e14c02f|32","()","[7, 8]","","دستم"
"s01e14c02f|34","()","[21, 22]","","بگیر"
"s01e14c02f|39","[18, 26]","[23, 26]","لیوان مشروب سفید بگیر و یه مشروب قرمز","یه مشروب قرمز"
"s01e14c03f|4","()","[9, 10]","","میرم"
"s01e14c03f|15","()","[14, 15]","","پیچوندمش"
"s01e14c03f|20","()","[5, 6]","","داری"
"s01e14c03f|24","()","[11, 12]","","نمیتونم"
"s01e14c03f|26","()","[14, 15]","","عصبیم"
"s01e14c03f|28","()","[1, 2]","","میخوام"
"s01e14c04f|1","()","[18, 19]","","نیست"
"s01e14c04f|6","()","[4, 5]","","بود"
"s01e14c04f|8","()","[2, 7]","","که همش گریه می کرد"
"s01e14c04f|9","[4, 19]","[10, 21]","گریه می کرد "" یادت نمیاد اون یارو که هر دفعه بعد از سکس گریه","اون یارو که هر دفعه بعد از سکس گریه می کرد"
"s01e14c04f|10","[0, 1]","[0, 8]","پیت","پیت "" که همش گریه می کرد """
"s01e14c04f|18","[26, 27]","()","بردی",""
"s01e14c04f|26","[5, 18]","[5, 18]","هاوارد "" من اشکم در میومد ! با "" من بردم "" گفتنش","هاوارد "" من اشکم در میومد ! با "" من بردم "" گفتنش"
"s01e14c04f|27","[13, 18]","[12, 18]",""" من بردم "" گفتنش","با "" من بردم "" گفتنش"
"s01e14c04f|63","()","[4, 5]","","دارم"
"s01e14c04f|66","()","[9, 10]","","نمیتونم"
"s01e14c04f|69","[4, 5]","()","نخوردی",""
"s01e14c04f|70","[0, 2]","[1, 3]","همه آبجو","آبجو هارو"
"s01e14c04f|72","()","[6, 8]","","می شناسید"
"s01e14c04f|82","()","[10, 11]","","ش"
"s01e14c04f|84","[9, 10]","[9, 11]","کله","کله ش"
"s01e14c04f|98","[4, 5]","[4, 6]","این","این کارو"
"s01e14c04f|110","()","[13, 14]","","میشه"
"s01e14c04f|113","()","[1, 2]","","میتونیم"
"s01e14c04f|118","()","[4, 6]","","دوست پسرامون"
"s01e14c04f|124","[7, 8]","[4, 5]","برقصیم","میتونیم"
"s01e14c04f|128","()","[12, 13]","","میدونید"
"s01e14c05f|3","()","[7, 8]","","میدونی"
"s01e14c05f|7","()","[14, 16]","","می تونستم"
"s01e14c05f|10","()","[18, 19]","","پاهام"
"s01e14c05f|12","[18, 19]","[17, 19]","پاهام","انگشت پاهام"
"s01e14c05f|20","[2, 3]","[1, 3]","حال","هر حال"
"s01e14c05f|29","()","[12, 13]","","عکسام"
"s01e14c05f|32","()","[16, 17]","","میخوای"
"s01e14c05f|34","()","[27, 28]","","دارم"
"s01e14c05f|40","()","[1, 2]","","نداره"
"s01e14c05f|43","[4, 5]","[4, 8]","عروسک","عروسک خیمه شب بازی"
"s01e14c05f|46","()","[11, 12]","","میتونی"
"s01e14c05f|53","[16, 17]","[15, 17]","رحمی","بی رحمی"
"s01e14c05f|54","()","[0, 2]","","نمی تونیم"
"s01e14c05f|57","[2, 3]","[2, 4]","این","این کارو"
"s01e14c05f|58","[1, 2]","[1, 3]","چی","چی کار"
"s01e14c05f|85","()","[2, 3]","","میخواد"
"s01e14c05f|87","()","[3, 4]","","بدنم"
"s01e14c05f|90","[8, 9]","[7, 9]","چیزی","یه چیزی"
"s01e14c05f|96","[19, 20]","[19, 21]","آغشته","آغشته کردن"
"s01e14c05f|97","()","[27, 28]","","دارم"
"s01e14c05f|103","[6, 7]","[6, 8]","این","این کارو"
"s01e14c05f|106","()","[1, 2]","","میگی"
"s01e14c05f|108","()","[4, 5]","","میخوام"
"s01e14c05f|112","()","[5, 6]","","ما"
"s01e14c05f|115","[1, 5]","[1, 4]","سه تا شکلات به","سه تا شکلات"
"s01e14c05f|124","()","[0, 1]","","امیدوارم"
"s01e14c05f|126","[1, 2]","[3, 4]","روت","بیاره"
"s01e14c05f|130","[0, 2]","[0, 4]","فقط ما","فقط ما دو تا"
"s01e14c05f|133","[1, 2]","[1, 4]","ما","ما دو تا"
"s01e14c05f|141","()","[10, 11]","","لباست"
"s01e14c05f|146","()","[23, 24]","","اومدی"
"s01e14c05f|154","[2, 7]","[2, 8]","بهترین رفیقا رو داریم مگه","بهترین رفیقا رو داریم مگه نه"
"s01e14c05f|155","()","[6, 8]","","مگه نه"
"s01e14c05f|158","[4, 5]","[4, 6]","دوست","دوست من"
"s01e14c05f|168","()","[16, 17]","","اعتباریش"
"s01e14c05f|172","[23, 25]","[22, 25]","نوشیدنی دیگه","یه نوشیدنی دیگه"
"s01e14c05f|175","()","[3, 5]","","می دم"
"s01e14c05f|182","[6, 11]","[5, 14]","از گرون قیمت ترین شامپاین","میشه از گرون قیمت ترین شامپاین تون برامون بیارید"
"s01e14c05f|183","()","[11, 12]","","تون"
"s01e14c05f|184","[7, 11]","[7, 12]","گرون قیمت ترین شامپاین","گرون قیمت ترین شامپاین تون"
"s01e14c05f|185","[1, 2]","[0, 2]","تا","دو تا"
"s01e14c05f|186","[1, 2]","[0, 2]","تا","دو تا"
"s01e14c05f|189","[4, 5]","[3, 5]","تا","دو تا"
"s01e14c05f|191","[6, 10]","[6, 11]","یه "" راب روی","یه "" راب روی """
"s01e14c05f|192","()","[12, 13]","","میخواستم"
"s01e14c07f|0","()","[5, 6]","","دلم"
"s01e14c07f|4","[11, 12]","[10, 11]","میشه","باورت"
"s01e14c07f|6","[12, 13]","[12, 14]","این","این اتفاق"
"s01e14c07f|7","()","[4, 5]","","افتاده"
"s01e14c07f|11","()","[0, 1]","","بوسم"
"s01e14c07f|21","()","[1, 2]","","اتفاق"
"s01e14c07f|33","()","[1, 4]","","بر می گردم"
"s01e14c07f|38","()","[5, 6]","","اینجاست"
"s01e14c07f|43","()","[2, 3]","","شده"
"s01e14c07f|46","()","[9, 10]","","شده"
"s01e14c07f|52","()","[5, 6]","","هست"
"s01e14c07f|57","()","[7, 8]","","میخوام"
"s01e14c07f|61","()","[15, 16]","","زد"
"s01e14c07f|65","()","[6, 7]","","درسته"
"s01e14c07f|66","()","[7, 8]","","خودمم"
"s01e14c08f|0","()","[1, 2]","","میخوام"
"s01e14c08f|3","()","[7, 11]","","تفاوت زمانی طی سفر"
"s01e14c08f|4","[15, 20]","()","159 00 : 10 :",""
"s01e14c08f|11","[8, 9]","()","زمانی",""
"s01e14c08f|15","()","[1, 2]","","بود"
"s01e14c08f|21","[1, 2]","[0, 2]","طلاییه","مو طلاییه"
"s01e14c08f|26","[6, 12]","[6, 14]","اون یکی زنه که داره لمسش","اون یکی زنه که داره لمسش می کنه"
"s01e14c08f|27","()","[11, 12]","","لمسش"
"s01e14c08f|29","()","[17, 18]","","نزدیکشه"
"s01e14c08f|40","()","[1, 2]","","میخوای"
"s01e14c08f|43","()","[5, 6]","","روش"
"s01e14c08f|45","[0, 2]","[0, 3]","چیز دیگه","چیز دیگه ای"
"s01e14c08f|46","()","[5, 6]","","بدونم"
"s01e14c08f|48","[2, 3]","[3, 4]","همین","بود"
"s01e14c08f|49","()","[2, 3]","","همین"
"s01e14c09f|0","()","[7, 8]","","میخوایم"
"s01e14c09f|3","[4, 13]","[3, 13]","شاخه گل مریم میخوایم و مشروب مخصوص مراسم مذهبی","چند شاخه گل مریم میخوایم و مشروب مخصوص مراسم مذهبی"
"s01e14c09f|5","[0, 1]","[0, 2]","تنها","تنها چیزی"
"s01e14c09f|7","()","[3, 4]","","داریم"
"s01e14c09f|12","()","[1, 2]","","نداره"
"s01e14c09f|13","()","[6, 7]","","ما"
"s01e14c09f|16","[7, 13]","[8, 14]","به آب منی یه مرد درست","آب منی یه مرد درست کار"
"s01e14c09f|17","[10, 13]","[10, 14]","یه مرد درست","یه مرد درست کار"
"s01e14c09f|18","()","[10, 11]","","داشتیم"
"s01e14c09f|23","[18, 19]","[17, 19]","دادیم","نمی دادیم"
"s01e14c09f|33","[7, 10]","[5, 10]","آدام ریتر ""","شورت "" آدام ریتر """
"s01e14c09f|34","[1, 2]","()","اینم",""
"s01e14c09f|36","[3, 7]","[2, 7]","شامی که خوردم با","رسید شامی که خوردم با"
"s01e14c09f|40","[1, 8]","[0, 9]","یه عکس لخت از "" اسکاتی جرد","اینم یه عکس لخت از "" اسکاتی جرد """
"s01e14c09f|42","()","[2, 3]","","پوشیده"
"s01e14c09f|44","[0, 1]","[0, 2]","عرق","عرق گیر"
"s01e14c09f|48","[3, 11]","[5, 12]","آخر هم "" گراپا "" ی "" پائولو",""" گراپا "" ی "" پائولو """
"s01e14c10f|4","()","[1, 2]","","میدونم"
"s01e14c10f|6","()","[6, 7]","","پیچوندیش"
"s01e14c10f|8","()","[6, 7]","","پیچوندیش"
"s01e14c10f|16","[6, 8]","[6, 9]","یه توالت","یه توالت شور"
